ICAO / Code,Notes
KLSE,
KLSN,
KLSV,
KLYH,
KLZD,
KMBL,
KMCD,
KMCO,
KMDT,
KMDW,
KMEM,
KMFV,
KMGJ,
KMGM,
KMHK,
KMIA,
KMIO,
KMLJ,
KMMU,
KMNE,
KMOB,
KMRN,
KMSN,
KMSP,
KMSV,
KMSY,
KMTP,
KMVY,
KMYR,
KMZJ,
KNEN,
KNGW,
KNID,
KNLC,
KNPA,
KNTU,
KNUC,
KNWL,
KOAK,
KOFP,
KOJA,
KOKB,
KOKC,
KOMA,
KONT,
KORD,
KORF,
KORH,
KORS,
KOSH,
KOSU,
KPAE,
KPAM,
KPDX,
KPEO,
KPHL,
KPHX,
KPMZ,
KPNC,
KPNT,
KPOF,
KPRX,
KPSP,
KPWT,
KRAP,
KRAS,
KRBE,
KRDM,
KRDU,
KRIL,
KRIU,
KRND,
KRNO,
KRNT,
KROA,
KRQE,
KRST,
KRSW,
KRUT,
KRXE,
KSAN,
KSAT,
KSAV,
KSBP,
KSCH,
KSDF,
KSEA,
KSEZ,
KSFO,
KSGR,
KSGU,
KSHR,
KSJC,
KSLC,
KSMF,
KSMO,
KSOW,
KSRC,
KSSC,
KSTL,
KSUT,
KSUU,
KSWF,
KSWI,
KSWO,
KSXU,
KTCC,
KTCM,
KTEX,
KTIK,
KTIW,
KTKI,
KTNT,
KTNX,
KTPA,
KTRL,
KTTS,
KTUS,
KTVL,
KTVY,
KTYR,
KUBX,
KUUV,
KVAD,
KVBG,
KVNY,
KVRB,
KWRI,
KWYS,
KXMR,
KXNA,
KXTA,
KZUN,
LAKU,
LATI,
LBLS,
LBWN,
LCEN,
LCGK,
LCLK,
LCPH,
LDDU,
LDPL,
LDRI,
LDSP,
LEAL,
LEAM,
LEAS,
LEBB,
LEBL,
LECO,
LECU,
LEIB,
LELN,
LEMD,
LEMG,
LEMH,
LEMR,
LEPA,
LESB,
LESO,
LEST,
LETL,
LEVC,
LEVF,
LEVX,
LEXJ,
LEZL,
LFAC,
LFAK,
LFAU,
LFAX,
LFBD,
LFBI,
LFBO,
LFBT,
LFBZ,
LFCF,
LFDJ,
LFDK,
LFDN,
LFEF,
LFEQ,
LFFQ,
LFHU,
LFIS,
LFJR,
LFKC,
LFKF,
LFLD,
LFLI,
LFLJ,
LFMD,
LFML,
LFMN,
LFMU,
LFOA,
LFOK,
LFPG,
LFPH,
LFPO,
LFPV,
LFRB,
LFRE,
LFRG,
LFRS,
LFSB,
LFVP,
LGAV,
LGIR,
LGKF,
LGKO,
LGKR,
LGMK,
LGML,
LGNX,
LGPA,
LGRP,
LGSK,
LGSM,
LGSR,
LGTT,
LGZA,
LHBP,
LHDC,
LHFM,
LIBD,
LIBF,
LICC,
LICD,
LICG,
LICP,
LIDT,
LIEO,
LIER,
LIET,
LIKH,
LIMC,
LIMJ,
LIML,
LIMP,
LIMW,
LIMZ,
LIPB,
LIPE,
LIPH,
LIPX,
LIPY,
LIPZ,
LIRA,
LIRF,
LIRI,
LIRJ,
LIRN,
LIRQ,
LJPZ,
LKPR,
LLER,
LLEY,
LLHA,
LLMZ,
LOAA,
LOAD,
LOIJ,
LOWI,
LOWS,
LOWW,
LOWZ,
LPBR,
LPCH,
LPCR,
LPFR,
LPHR,
LPMA,
LPPD,
LPPI,
LPPM,
LPPR,
LPPT,
LPSJ,
LQSA,
LRCL,
LRIA,
LSGG,
LSGK,
LSGP,
LSGR,
LSGS,
LSMP,
LSZA,
LSZF,
LSZH,
LSZI,
LSZK,
LSZM,
LSZQ,
LSZS,
LTAC,
LTAF,
LTAI,
LTAL,
LTAR,
LTAW,
LTAZ,
LTBH,
LTBJ,
LTCB,
LTCF,
LTCG,
LTCI,
LTCM,
LTCN,
LTCP,
LTCR,
LTCS,
LTCW,
LTDA,
LTFB,
LTFE,
LTFG,
LTFH,
LTFJ,
LTFM,
LWOH,
LWSK,
LXGB,
LYBT,
LYKV,
LYNI,
LYPG,
LYTV,
LZIB,
LZJS,
LZKZ,
LZTT,
MBGT,
MBMC,
MBNC,
MBPI,
MBPV,
MBSC,
MBSY,
MDBH,
MDPC,
MDPP,
MDSD,
ME5,
MGGT,
MGSJ,
MHPR,
MHTG,
MKBS,
MKJP,
MKJS,
MKKJ,
MMAA,
MMCN,
MMCZ,
MMGL,
MMHC,
MMHO,
MMIA,
MMJC,
MMLC,
MMLO,
MMMX,
MMMY,
MMNL,
MMOX,
MMPA,
MMPE,
MMPR,
MMPS,
MMSD,
MMSM,
MMTJ,
MMTL,
MMUN,
MMVA,
MMVR,
MMZH,
MO8,
MPBO,
MPDA,
MPEJ,
MPMG,
MPPA,
MPSM,
MPTO,
MRAN,
MRBT,
MRGF,
MRLB,
MROC,
MSLP,
MSSS,
MT08,
MUGM,
MUHA,
MWCB,
MYAB,
MYAK,
MYAO,
MYAS,
MYAX,
MYBG,
MYBX,
MYCA,
MYCB,
MYCC,
MYCI,
MYEB,
MYEF,
MYEG,
MYEL,
MYEM,
MYEN,
MYES,
MYGD,
MYGW,
MYLD,
MYNN,
MYRD,
MYRP,
MYSM,
MYTC,
MYX7,
MYXH,
MYXX,
MZBE,
MZBZ,
MZCK,
MZPB,
MZPL,
N51,
NCAI,
NCRG,
NFNB,
NFNS,
NFTE,
NFTF,
NSFA,
NSTU,
NTAA,
NTAM,
NTGA,
NTGB,
NTGH,
NTGK,
NTGM,
NTGO,
NTGQ,
NTGS,
NTGW,
NTGY,
NTKA,
NTKK,
NTMN,
NTTB,
NTTH,
NTTM,
NTTR,
NTUV,
NVVV,
NWWL,
NWWW,
NZAA,
NZCH,
NZCI,
NZDN,
NZIR,iceberg broke off. field is not operational
NZNR,
NZNS,
NZQN,
NZRO,
NZTG,
NZWN,
O20,
O24,
O33,
O39,
O59,
O65,
OBBI,
OE43,
OE45,
OE46,
OE48,
OE49,
OE52,
OE53,
OE54,
OEAB,
OEAD,
OEAH,
OEBA,
OEBH,
OEBQ,
OEBT,
OEDF,
OEDM,
OEGN,
OEGS,
OEGT,
OEHL,
OEHR,
OEJF,
OEJL,
OEJN,
OEMA,
OENG,
OENN,
OEPA,
OEPC,
OEPF,
OEPI,
OEPJ,
OEPK,
OERB,
OERF,
OERK,
OERM,
OERR,
OESH,
OESK,
OESL,
OEST,
OETB,
OETH,
OETR,
OEUD,
OEWD,
OEWJ,
OEYN,
OIIE,
OINR,
OJ38,
OJAI,
OJAQ,
OKKK,
OLBA,
OMAA,
OMBY,
OMDB,
OMRK,
OOMS,
OP19,
OPDG,
OPFA,
OPGT,
OPIS,
OPKC,
OPLA,
OPPS,
OPSD,
OPST,
OSAP,
OSDI,
OTHH,
OYSQ,
PABR,
PADK,
PAED,
PAGY,
PAHN,
PAIL,
PAJN,
PAKT,
PAPG,
PATK,
PGRO,
PGSN,
PGUA,
PHHN,
PHJH,
PHKO,
PHLI,
PHLU,
PHMK,
PHMU,
PHNL,
PHNY,
PHOG,
PHTO,
PHUP,
PTKK,
PTSA,
R47,
RCKH,
RCSS,
RCTP,
RCWA,
RJA2,
RJAA,
RJAN,
RJBD,
RJBE,
RJCC,
RJCR,
RJEO,
RJFF,
RJFK,
RJFO,
RJFR,
RJGG,
RJKA,
RJKI,
RJNO,
RJNS,
RJNT,
RJOA,
RJOC,
RJOH,
RJOK,
RJOR,
RJOS,
RJOT,
RJOW,
RJOY,
RJSA,
RJSI,
RJSN,
RJT1,
RJTF,
RJTO,
RJTT,
RKJB,
RKJJ,
RKJY,
RKNY,
RKPC,
RKPD,
RKPK,
RKPU,
RKSI,
RKSS,
RKTL,
ROAH,
RPEN,
RPLB,
RPLC,
RPLE,
RPLH,
RPLI,
RPLL,
RPLP,
RPMD,
RPME,
RPMG,
RPMJ,
RPML,
RPMO,
RPMR,
RPMY,
RPMZ,
RPNS,
RPSP,
RPUB,
RPUH,
RPUL,
RPUN,
RPUO,
RPUQ,
RPUR,
RPUS,
RPUT,
RPUV,
RPUX,
RPUY,
RPVA,
RPVB,
RPVE,
RPVF,
RPVI,
RPVJ,
RPVK,
RPVM,
RPVO,
RPVP,
RPVR,
RPVT,
RPVU,
RPVV,
S21,
SAAK,
SAAR,
SABE,
SAEZ,
SANR,
SASA,
SASJ,
SAVC,
SAWC,
SAWH,
SAWL,
SAZN,
SBAC,
SBAR,
SBBE,
SBBQ,
SBBR,
SBCG,
SBCJ,
SBCN,
SBCP,
SBCT,
SBCY,
SBDN,
SBEG,
SBFI,
SBFL,
SBFN,
SBGL,
SBGO,
SBGR,
SBHT,
SBIL,
SBJE,
SBJH,
SBJP,
SBJR,
SBJU,
SBKG,
SBKP,
SBMG,
SBMO,
SBMS,
SBNF,
SBNM,
SBPA,
SBPB,
SBPL,
SBPS,
SBRF,
SBRJ,
SBRP,
SBSG,
SBSJ,
SBSL,
SBSN,
SBSO,
SBSP,
SBSV,
SBTE,
SBTT,
SBTV,
SBUA,
SBUF,
SBUG,
SBUL,
SBUR,
SBVC,
SBZM,
SCAN,
SCAR,
SCAT,
SCBA,
SCCF,
SCCI,
SCDA,
SCEL,
SCFA,
SCIE,
SCIP,
SCJO,
SCNT,
SCON,
SCQP,
SCRD,
SCRM,
SCSE,
SCSF,
SCTE,
SCVD,
SCVH,
SDAG,
SDFX,
SDIY,
SDTP,
SDUN,
SDZG,
SEGS,
SEQM,
SFAL,
SIBU,
SIBY,
SIBZ,
SIMK,
SJBX,
SJZA,
SKAR,
SKBG,
SKBO,
SKBS,
SKCG,
SKCL,
SKGO,
SKGY,
SKMZ,
SKPE,
SKPS,
SKPV,
SKRG,
SKSM,
SKSP,
SLLP,
SLVR,
SMJP,
SNAB,
SNBA,
SNCS,
SNCT,
SNCZ,
SNGN,
SNHS,
SNIG,
SNJO,
SNKB,
SNKK,
SNOE,
SNPC,
SNQD,
SNQG,
SNQX,
SNRU,
SNTS,
SNWC,
SNWE,
SNWS,
SNXB,
SOCA,
SPGL,
SPJC,
SPZO,
SSBN,
SSCN,
SSKJ,
SSKM,
SSRS,
SSUM,
SULS,
SVMI,
SVSA,
SWBE,
SWFN,
SWKQ,
SWLB,
SWNB,
SWVW,
SWXQ,
T13,
T69,
T88,
T89,
TAPA,
TBPB,
TDPD,
TFFF,
TFFG,
TFFJ,
TFFR,
TGPZ,
TIST,
TISX,
TJAB,
TJBQ,
TJCP,
TJIG,
TJMZ,
TJNR,
TJPS,
TJSJ,
TJVQ,
TKPK,
TKPN,
TNCA,
TNCB,
TNCC,
TNCE,
TNCM,
TNCS,
TTCP,
TUPA,
TUPJ,
TUPW,
TVSM,
TXKF,
U13,
U41,
U53,
U56,
UAAA,
UACC,
UBBB,
UBBG,
UBBL,
UBBN,
UBBQ,
UBBY,
UCFM,
UDYZ,
UGSB,
UGTB,
UHPP,
UHSS,
UHWW,
UKHH,
UKKM,
ULAM,
ULLI,
ULLY,
UMKB,
UMKE,
UMKK,
UMKS,
UNNT,
URSS,
USCC,
USHH,
USTR,
UTAA,
UTAE,
UTAK,
UTAV,
UUBC,
UUDD,
UUEE,
UUIG,
UUMC,
UUML,
UUWW,
UWGG,
UWKD,
UWKJ,
UWOR,
UWSG,
UWSW,
UZNM,
UZSS,
UZST,
VA1E,
VA1F,
VA1M,
VAAH,
VAAK,
VAAU,
VABB,
VABO,
VABV,
VAJL,
VAKE,
VAKP,
VAKS,
VAMA,
VAPR,
VASD,
VASU,
VAUD,
VCBI,
VDPP,
VEAT,
VEBD,
VEBN,
VEBS,
VECC,
VECO,
VEDG,
VEGT,
VELP,
VEPY,
VERP,
VHHH,
VHHX,Airport is closed
VHSK,
VIAR,
VIBR,
VICG,
VIDN,
VIGG,
VIJP,
VIJU,
VIKL,
VILD,
VILH,
VILK,
VIPL,
VIPT,
VMMC,
VNBR,
VNKT,
VNLK,
VOAT,
VOBL,
VOBZ,
VOCB,
VOCI,
VOCL,
VOCP,
VOGO,
VOHB,
VOMD,
VOML,
VOMM,
VORY,
VOTK,
VOTV,
VQPR,
VRBK,
VRDA,
VREI,
VRMD,
VRMG,
VRMH,
VRMK,
VRMM,
VRMO,
VRMR,
VRMT,
VRMU,
VRMV,
VRNT,
VRQM,
VTBS,
VTSP,
VTUK,
VVBM,
VVCI,
VVCM,
VVCR,
VVCS,
VVDN,
VVNB,
VVPB,
VVPQ,
VVRG,
VVTS,
VVTX,
VVVD,
VVVH,
VYMK,
VYPT,
VYTD,
W50,
WAAA,
WABB,
WABF,
WABI | ID-0339,
WADD,
WADL,
WADS,
WADY,
WAEE,
WAEK,
WAEL,
WAEW,
WAFF,
WAFN,
WAFO,
WAFP,
WAFW,
WAFY,
WAGF,
WAGG,
WAGI,
WAHG,
WAHI,
WAHP,
WAHQ,
WAHS,
WAHU,
WAJJ,
WAJO,
WAKK,
WALL,
WALS,
WAMG,
WAMM,
WAMP,
WAOC,
WAOK,
WAOO,
WAPC,
WAPP,
WAQC,
WARA,
WARD,
WARE,
WARR,
WART,
WARW,
WASA,
WASN,
WASS,
WATO,
WATT,
WAUU,
WAVC,
WAVG,
WAVV,
WAWB,
WAWP,
WAWS,
WAWW,
WAYL,
WAYY,
WBGA,
WBGB,
WBGF,
WBGI,
WBGJ,
WBGM,
WBGW,
WBKD,
WBKG,
WBKS,
WBKT,
WBKW,
WBSB,
WBTM,
WIBB,
WIBD,
WICA,
WIDD,
WIDL,
WIDN,
WIDO,
WIEE,
WIHC,
WIHH,
WIHP,
WIII,
WIJJ,
WIKK,
WIKT,
WILL,
WIMK,
WIMM,
WIMN,
WIOO,
WIPB,
WIPP,
WIRR,
WITT,
WMBT,
WMKI,
WMKL,
WPOC,
WRSC | WARC,
WS17,
WSSL,
WSSS,
WY31,
X01,
X4IN | GB-0269,
XA31,
XS67,
YADG,
YAUG,
YAYE,
YBAD,
YBAS,
YBBN,
YBCG,
YBCS,
YBDG,
YBHM,
YBID,
YBMA,
YBNA,
YBPN,
YBRM,
YBTI,
YBTL,
YBUT,
YCAH,
YCAW,
YCBB,
YCFS,
YCOM,
YCRL,
YDPO,
YGDO,
YGFN,
YGIL,
YGTE,
YGTH,
YHOT,
YKAT,
YLHI,
YLRE,
YLZI,
YMAV,
YMAY,
YMDG,
YMEN,
YMHB,
YMLT,
YMML,
YOLD,
YPAD,
YPCC,
YPDN,
YPMP,
YPMQ,
YPPH,
YPXM,
YRTI,
YSBK,
YSCB,
YSCN,
YSEW,
YSHL,
YSHW,
YSOL,
YSSY,
YTGT,
YTIB,
YTRE,
YTWN,
YWDR,
YWIO,
ZBAA,
ZBAD,
ZBBB,
ZBDH,
ZBER,
ZBHD,
ZBLA,
ZBNY / CN-0445,
ZBOW,
ZBSJ,
ZBTJ,
ZBUC,
ZBXH,
ZGBH,
ZGCD,
ZGDY,
ZGFS,
ZGGG,
ZGKL,
ZGMX,
ZGNN,
ZGOW,
ZGSD,
ZGSZ,
ZGZJ,
ZHCC,
ZHHH,
ZHJZ,
ZHNY,
ZJHK,
ZJQH,
ZJSY,
ZJYX,
ZKPY,
ZLDH,
ZLDL,
ZLIC,
ZLLL,
ZLXN,
ZLYL,
ZMCK,
ZPDQ,
ZPLC,
ZPLJ,
ZPPP,
ZPZT,
ZSAM,
ZSCN,
ZSFZ,
ZSHC,
ZSJD,
ZSLG,
ZSNB,
ZSNJ,
ZSNT,
ZSOF,
ZSPD,
ZSQD,
ZSQZ,
ZSSH,
ZSSR,
ZSSS,
ZSTX,
ZSWH,
ZSWX,
ZSWZ,
ZSYA,
ZSYN,
ZSYW,
ZSZS,
ZUAS,
ZUCK,
ZUDC,
ZUDX,
ZUGH,
ZUGY,
ZUKD,
ZULS,
ZUNZ,
ZURK,
ZUTF,
ZUTR,
ZUUU,
ZUWS,
ZUXC,
ZUYB,
ZUZH,
ZWBL,
ZWKC,
ZWTN,
ZWWW,
ZYBA,
ZYBS,
ZYCC,
ZYDQ,
ZYHB,
ZYHE,
ZYTL,
ZYTX,
ZYYJ,
